Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
06/23/2021,Cattaraugus,0,5723,169,164514
06/24/2021,Cattaraugus,0,5723,135,164649
06/25/2021,Cattaraugus,0,5723,200,164849
06/26/2021,Cattaraugus,0,5723,229,165078
06/27/2021,Cattaraugus,0,5723,83,165161
06/28/2021,Cattaraugus,0,5723,98,165259
06/29/2021,Cattaraugus,1,5724,209,165468
06/30/2021,Cattaraugus,1,5725,144,165612
07/01/2021,Cattaraugus,2,5727,160,165772
07/02/2021,Cattaraugus,1,5728,195,165967
07/03/2021,Cattaraugus,0,5728,149,166116
07/04/2021,Cattaraugus,0,5728,66,166182
07/05/2021,Cattaraugus,0,5728,79,166261
07/06/2021,Cattaraugus,1,5729,180,166441
07/07/2021,Cattaraugus,0,5729,115,166556
07/08/2021,Cattaraugus,1,5730,168,166724
07/09/2021,Cattaraugus,0,5730,177,166901
07/10/2021,Cattaraugus,0,5730,120,167021
07/11/2021,Cattaraugus,0,5730,58,167079
07/12/2021,Cattaraugus,0,5730,148,167227
07/13/2021,Cattaraugus,3,5733,109,167336
07/14/2021,Cattaraugus,2,5735,86,167422
07/15/2021,Cattaraugus,1,5736,217,167639
07/16/2021,Cattaraugus,2,5738,207,167846
07/17/2021,Cattaraugus,11,5749,164,168010
07/18/2021,Cattaraugus,0,5749,50,168060
07/19/2021,Cattaraugus,7,5756,90,168150
07/20/2021,Cattaraugus,2,5758,128,168278
07/21/2021,Cattaraugus,4,5762,152,168430
07/22/2021,Cattaraugus,2,5764,204,168634
07/23/2021,Cattaraugus,1,5765,74,168708
07/24/2021,Cattaraugus,1,5766,103,168811
07/25/2021,Cattaraugus,0,5766,38,168849
07/26/2021,Cattaraugus,1,5767,94,168943
07/27/2021,Cattaraugus,6,5773,140,169083
07/28/2021,Cattaraugus,4,5777,179,169262
07/29/2021,Cattaraugus,4,5781,154,169416
07/30/2021,Cattaraugus,10,5791,152,169568
07/31/2021,Cattaraugus,10,5801,139,169707
08/01/2021,Cattaraugus,3,5804,60,169767
08/02/2021,Cattaraugus,4,5808,222,169989
08/03/2021,Cattaraugus,4,5812,163,170152
08/04/2021,Cattaraugus,2,5814,253,170405
08/05/2021,Cattaraugus,2,5816,129,170534
08/06/2021,Cattaraugus,14,5830,225,170759
08/07/2021,Cattaraugus,4,5834,152,170911
08/08/2021,Cattaraugus,2,5836,84,170995
08/09/2021,Cattaraugus,4,5840,97,171092
08/10/2021,Cattaraugus,12,5852,335,171427
08/11/2021,Cattaraugus,11,5863,196,171623
08/12/2021,Cattaraugus,11,5874,366,171989
08/13/2021,Cattaraugus,11,5885,425,172414
08/14/2021,Cattaraugus,8,5893,202,172616
08/15/2021,Cattaraugus,4,5897,104,172720
08/16/2021,Cattaraugus,5,5902,217,172937
08/17/2021,Cattaraugus,10,5912,241,173178
08/18/2021,Cattaraugus,12,5924,413,173591
08/19/2021,Cattaraugus,18,5942,375,173966
08/20/2021,Cattaraugus,15,5957,293,174259
08/21/2021,Cattaraugus,16,5973,247,174506
08/22/2021,Cattaraugus,9,5982,343,174849
08/23/2021,Cattaraugus,10,5992,87,174936
08/24/2021,Cattaraugus,7,5999,294,175230
08/25/2021,Cattaraugus,18,6017,304,175534
08/26/2021,Cattaraugus,37,6054,581,176115
08/27/2021,Cattaraugus,29,6083,452,176567
08/28/2021,Cattaraugus,12,6095,362,176929
08/29/2021,Cattaraugus,16,6111,272,177201
08/30/2021,Cattaraugus,24,6135,190,177391
08/31/2021,Cattaraugus,22,6157,478,177869
09/01/2021,Cattaraugus,26,6183,455,178324
09/02/2021,Cattaraugus,41,6224,399,178723
09/03/2021,Cattaraugus,34,6258,411,179134
09/04/2021,Cattaraugus,11,6269,259,179393
09/05/2021,Cattaraugus,25,6294,320,179713
09/06/2021,Cattaraugus,27,6321,265,179978
09/07/2021,Cattaraugus,23,6344,499,180477
09/08/2021,Cattaraugus,45,6389,605,181082
09/09/2021,Cattaraugus,44,6433,404,181486
09/10/2021,Cattaraugus,34,6467,481,181967
09/11/2021,Cattaraugus,23,6490,393,182360
09/12/2021,Cattaraugus,18,6508,292,182652
09/13/2021,Cattaraugus,20,6528,292,182944
09/14/2021,Cattaraugus,16,6544,453,183397
09/15/2021,Cattaraugus,51,6595,671,184068
09/16/2021,Cattaraugus,27,6622,468,184536
09/17/2021,Cattaraugus,23,6645,503,185039
09/18/2021,Cattaraugus,30,6675,518,185557
09/19/2021,Cattaraugus,7,6682,156,185713
09/20/2021,Cattaraugus,28,6710,533,186246
09/21/2021,Cattaraugus,18,6728,515,186761
09/22/2021,Cattaraugus,22,6750,496,187257
09/23/2021,Cattaraugus,55,6805,770,188027
09/24/2021,Cattaraugus,28,6833,724,188751
09/25/2021,Cattaraugus,16,6849,316,189067
09/26/2021,Cattaraugus,28,6877,354,189421
09/27/2021,Cattaraugus,16,6893,259,189680
09/28/2021,Cattaraugus,38,6931,747,190427
09/29/2021,Cattaraugus,30,6961,469,190896
09/30/2021,Cattaraugus,39,7000,703,191599
10/01/2021,Cattaraugus,21,7021,613,192212
